/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
14336034	14337515	15540829	15539343	1482	1487	91.98	30427671	30427671	0.00	0.00	1	1
14336905	14340228	15064511	15061255	3324	3257	92.52	30427671	30427671	0.01	0.01	1	1
14337676	14338544	15514576	15513707	869	870	90.62	30427671	30427671	0.00	0.00	1	1
14337801	14340693	13800072	13797162	2893	2911	93.22	30427671	30427671	0.01	0.01	1	1
14337801	14340693	14181582	14178698	2893	2885	95.39	30427671	30427671	0.01	0.01	1	1
14337801	14340450	15067190	15064513	2650	2678	93.03	30427671	30427671	0.01	0.01	1	1
14337801	14340059	15448889	15446641	2259	2249	93.60	30427671	30427671	0.01	0.01	1	1
14338115	14340228	15539348	15537246	2114	2103	93.55	30427671	30427671	0.01	0.01	1	1
14339640	14340693	15433004	15431908	1054	1097	91.17	30427671	30427671	0.00	0.00	1	1
14340226	14340693	15683326	15682856	468	471	95.33	30427671	30427671	0.00	0.00	1	1
14385042	14389892	14669623	14664773	4851	4851	91.48	30427671	30427671	0.02	0.02	1	1
14385054	14390188	14225612	14220464	5135	5149	91.79	30427671	30427671	0.02	0.02	1	1
14385305	14390133	14273714	14268895	4829	4820	90.96	30427671	30427671	0.02	0.02	1	1
14385305	14390123	16104526	16099739	4819	4788	89.39	30427671	30427671	0.02	0.02	1	1
14387842	14390191	14859880	14857549	2350	2332	90.87	30427671	30427671	0.01	0.01	1	1
14429064	14430535	15180762	15179299	1472	1464	93.30	30427671	30427671	0.00	0.00	1	1
14429064	14430799	15192976	15191269	1736	1708	92.82	30427671	30427671	0.01	0.01	1	1
14429681	14430583	13777586	13776669	903	918	89.00	30427671	30427671	0.00	0.00	1	1
14430573	14430799	15179158	15178942	227	217	93.39	30427671	30427671	0.00	0.00	1	1
14432223	14434029	15447062	15445237	1807	1826	89.63	30427671	30427671	0.01	0.01	1	1
14432563	14435072	15835033	15832527	2510	2507	90.42	30427671	30427671	0.01	0.01	1	1
14432563	14435072	15847262	15844743	2510	2520	90.65	30427671	30427671	0.01	0.01	1	1
14432565	14434027	15061538	15060127	1463	1412	89.89	30427671	30427671	0.00	0.00	1	1
14432607	14434027	14489794	14488366	1421	1429	91.42	30427671	30427671	0.00	0.00	1	1
14432809	14434027	15683419	15682193	1219	1227	91.71	30427671	30427671	0.00	0.00	1	1
14435073	14436464	15543445	15542053	1392	1393	92.32	30427671	30427671	0.00	0.00	1	1
14435767	14436198	13801766	13801335	432	432	90.53	30427671	30427671	0.00	0.00	1	1
14437497	14439007	15540880	15539343	1511	1538	89.50	30427671	30427671	0.00	0.01	1	1
14438302	14441170	15708446	15705576	2869	2871	93.36	30427671	30427671	0.01	0.01	1	1
14438399	14441525	15064509	15061419	3127	3091	90.86	30427671	30427671	0.01	0.01	1	1
14439292	14441532	15067190	15064948	2241	2243	93.34	30427671	30427671	0.01	0.01	1	1
14441526	14442952	15537482	15536120	1427	1363	88.29	30427671	30427671	0.00	0.00	1	1
14449191	14451469	13798800	13796499	2279	2302	94.22	30427671	30427671	0.01	0.01	1	1
14449191	14451469	14180285	14178069	2279	2217	91.53	30427671	30427671	0.01	0.01	1	1
14449191	14450562	15065899	15064513	1372	1387	92.74	30427671	30427671	0.00	0.00	1	1
14449192	14451469	15538365	15536120	2278	2246	89.36	30427671	30427671	0.01	0.01	1	1
14449325	14450433	13922104	13920975	1109	1130	93.20	30427671	30427671	0.00	0.00	1	1
14449766	14449915	14183934	14183785	150	150	95.33	30427671	30427671	0.00	0.00	1	1
14449766	14451054	15076023	15074740	1289	1284	93.48	30427671	30427671	0.00	0.00	1	1
14449766	14451469	15617942	15616246	1704	1697	93.72	30427671	30427671	0.01	0.01	1	1
14449961	14451469	14430581	14429064	1509	1518	91.98	30427671	30427671	0.00	0.00	1	1
14450044	14451274	15677483	15676250	1231	1234	93.78	30427671	30427671	0.00	0.00	1	1
14450245	14451469	15683419	15682193	1225	1227	95.11	30427671	30427671	0.00	0.00	1	1
14450257	14451470	14483780	14482593	1214	1188	86.70	30427671	30427671	0.00	0.00	1	1
14450269	14451470	14381060	14379886	1202	1175	86.73	30427671	30427671	0.00	0.00	1	1
14450269	14451470	14426713	14425539	1202	1175	86.73	30427671	30427671	0.00	0.00	1	1
14450527	14451248	15453454	15452733	722	722	96.54	30427671	30427671	0.00	0.00	1	1
14452185	14453571	14099997	14098630	1387	1368	90.96	30427671	30427671	0.00	0.00	1	1
14452185	14453715	14107287	14105792	1531	1496	90.83	30427671	30427671	0.01	0.00	1	1
14452185	14457071	14225372	14220464	4887	4909	92.31	30427671	30427671	0.02	0.02	1	1
14452185	14456775	14669368	14664773	4591	4596	91.93	30427671	30427671	0.02	0.02	1	1
14452185	14454113	14827183	14825248	1929	1936	93.10	30427671	30427671	0.01	0.01	1	1
14452187	14457016	14273714	14268895	4830	4820	91.16	30427671	30427671	0.02	0.02	1	1
14452187	14457006	16104526	16099739	4820	4788	89.57	30427671	30427671	0.02	0.02	1	1
14454123	14457038	14105790	14102866	2916	2925	91.92	30427671	30427671	0.01	0.01	1	1
14454724	14457074	14859880	14857549	2351	2332	90.79	30427671	30427671	0.01	0.01	1	1
14457422	14458147	14102538	14101808	726	731	91.03	30427671	30427671	0.00	0.00	1	1
14457606	14461365	16099364	16095592	3760	3773	88.61	30427671	30427671	0.01	0.01	1	1
14465121	14465238	12155306	12155190	118	117	89.83	30427671	30427671	0.00	0.00	1	1
14466434	14467530	14099765	14098680	1097	1086	91.56	30427671	30427671	0.00	0.00	1	1
14468482	14470210	16048904	16047188	1729	1717	91.79	30427671	30427671	0.01	0.01	1	1
14482594	14482801	15504894	15504688	208	207	91.87	30427671	30427671	0.00	0.00	1	1
14487437	14488365	15845521	15844593	929	929	94.40	30427671	30427671	0.00	0.00	1	1
14487441	14488365	15544252	15543329	925	924	94.16	30427671	30427671	0.00	0.00	1	1
14487442	14488365	14260529	14259606	924	924	92.32	30427671	30427671	0.00	0.00	1	1
14487460	14488032	15074742	15074170	573	573	95.99	30427671	30427671	0.00	0.00	1	1
14488356	14489654	14501288	14499997	1299	1292	91.48	30427671	30427671	0.00	0.00	1	1
14488366	14489715	14060594	14059251	1350	1344	91.65	30427671	30427671	0.00	0.00	1	1
14488366	14489794	14434027	14432607	1429	1421	91.42	30427671	30427671	0.00	0.00	1	1
14488366	14489788	14442952	14441526	1423	1427	91.07	30427671	30427671	0.00	0.00	1	1
14488366	14489786	15192976	15191567	1421	1410	92.15	30427671	30427671	0.00	0.00	1	1
14488546	14489794	14316747	14315509	1249	1239	91.29	30427671	30427671	0.00	0.00	1	1
14488579	14489789	14925458	14924262	1211	1197	91.77	30427671	30427671	0.00	0.00	1	1
14489793	14489968	13941172	13940996	176	177	96.05	30427671	30427671	0.00	0.00	1	1
14489797	14491342	15509412	15507882	1546	1531	89.29	30427671	30427671	0.01	0.01	1	1
14492097	14492869	15543335	15542562	773	774	92.13	30427671	30427671	0.00	0.00	1	1
14492098	14492682	15712167	15711580	585	588	92.69	30427671	30427671	0.00	0.00	1	1
14493458	14498005	14183737	14179199	4548	4539	92.83	30427671	30427671	0.01	0.01	1	1
14493706	14498313	15069140	15064513	4608	4628	92.90	30427671	30427671	0.02	0.02	1	1
14493903	14497686	15826648	15822845	3784	3804	91.85	30427671	30427671	0.01	0.01	1	1
14493903	14497728	15838860	15835006	3826	3855	91.99	30427671	30427671	0.01	0.01	1	1
14495237	14497501	15707862	15705576	2265	2287	90.32	30427671	30427671	0.01	0.01	1	1
14495622	14497880	15448900	15446637	2259	2264	92.05	30427671	30427671	0.01	0.01	1	1
14495624	14498684	13800081	13797034	3061	3048	93.37	30427671	30427671	0.01	0.01	1	1
14495624	14497080	14257266	14255818	1457	1449	93.24	30427671	30427671	0.00	0.00	1	1
14495633	14498688	15063669	15060647	3056	3023	92.03	30427671	30427671	0.01	0.01	1	1
14495709	14496184	13648465	13647986	476	480	89.42	30427671	30427671	0.00	0.00	1	1
14495947	14498654	15539348	15536653	2708	2696	93.07	30427671	30427671	0.01	0.01	1	1
14497455	14498463	15546209	15545224	1009	986	91.78	30427671	30427671	0.00	0.00	1	1
14497456	14498642	15433005	15431822	1187	1184	93.94	30427671	30427671	0.00	0.00	1	1
14497456	14498688	15618000	15616770	1233	1231	93.19	30427671	30427671	0.00	0.00	1	1
14497993	14498688	15683419	15682724	696	696	95.55	30427671	30427671	0.00	0.00	1	1
14498681	14498849	15517887	15517719	169	169	91.72	30427671	30427671	0.00	0.00	1	1
14498682	14498848	15060292	15060127	167	166	97.01	30427671	30427671	0.00	0.00	1	1
14499170	14499504	15076084	15075721	335	364	81.59	30427671	30427671	0.00	0.00	1	1
14499170	14499459	15433008	15432695	290	314	83.44	30427671	30427671	0.00	0.00	1	1
14499173	14499641	15519457	15518968	469	490	82.93	30427671	30427671	0.00	0.00	1	1
14499595	14499871	13646488	13646210	277	279	91.76	30427671	30427671	0.00	0.00	1	1
14499985	14501199	13646001	13644809	1215	1193	89.50	30427671	30427671	0.00	0.00	1	1
14499985	14501384	13653605	13652214	1400	1392	89.76	30427671	30427671	0.00	0.00	1	1
14499997	14501288	14489654	14488356	1292	1299	91.48	30427671	30427671	0.00	0.00	1	1
14499997	14500700	15432529	15431822	704	708	90.87	30427671	30427671	0.00	0.00	1	1
14499997	14501277	15705247	15703960	1281	1288	91.18	30427671	30427671	0.00	0.00	1	1
14499997	14501384	15714620	15713250	1388	1371	90.94	30427671	30427671	0.00	0.00	1	1
14500000	14501277	15617521	15616246	1278	1276	92.00	30427671	30427671	0.00	0.00	1	1
14500033	14501277	15537324	15536120	1245	1205	88.98	30427671	30427671	0.00	0.00	1	1
14500066	14501258	15513279	15512105	1193	1175	88.22	30427671	30427671	0.00	0.00	1	1
14500071	14501384	14381072	14379780	1314	1293	87.70	30427671	30427671	0.00	0.00	1	1
14500071	14501384	14426725	14425433	1314	1293	87.70	30427671	30427671	0.00	0.00	1	1
14500071	14501384	14483780	14482487	1314	1294	88.08	30427671	30427671	0.00	0.00	1	1
14500691	14501277	14262179	14261591	587	589	93.05	30427671	30427671	0.00	0.00	1	1
14501041	14501278	13920958	13920721	238	238	95.38	30427671	30427671	0.00	0.00	1	1
14501193	14501277	14364217	14364133	85	85	97.65	30427671	30427671	0.00	0.00	1	1
14501193	14501277	14409870	14409786	85	85	97.65	30427671	30427671	0.00	0.00	1	1
14501392	14504290	15452295	15449350	2899	2946	92.07	30427671	30427671	0.01	0.01	1	1
14501427	14504292	13652021	13649192	2866	2830	89.30	30427671	30427671	0.01	0.01	1	1
14501427	14503007	13652021	13650443	1581	1579	91.04	30427671	30427671	0.01	0.01	1	1
14501429	14502419	14128032	14127038	991	995	88.65	30427671	30427671	0.00	0.00	1	1
14501429	14502752	15713055	15711731	1324	1325	90.64	30427671	30427671	0.00	0.00	1	1
14502085	14502870	14377209	14376426	786	784	88.45	30427671	30427671	0.00	0.00	1	1
14502085	14502870	14422862	14422079	786	784	88.45	30427671	30427671	0.00	0.00	1	1
14502085	14502870	14480389	14479606	786	784	88.31	30427671	30427671	0.00	0.00	1	1
14502662	14502870	14127038	14126829	209	210	92.38	30427671	30427671	0.00	0.00	1	1
14502952	14504292	14259060	14257716	1341	1345	95.54	30427671	30427671	0.00	0.00	1	1
14503082	14503661	14376350	14375769	580	582	92.96	30427671	30427671	0.00	0.00	1	1
14503082	14503661	14422003	14421422	580	582	92.96	30427671	30427671	0.00	0.00	1	1
14503082	14503666	14479530	14478944	585	587	91.48	30427671	30427671	0.00	0.00	1	1
14503110	14504292	14126729	14125544	1183	1186	92.83	30427671	30427671	0.00	0.00	1	1
14503365	14504292	13801460	13800532	928	929	91.71	30427671	30427671	0.00	0.00	1	1
14504287	14505179	13648840	13647986	893	855	86.46	30427671	30427671	0.00	0.00	1	1
14504291	14506816	15449229	15446684	2526	2546	91.09	30427671	30427671	0.01	0.01	1	1
14504292	14506816	13800411	13797885	2525	2527	89.76	30427671	30427671	0.01	0.01	1	1
14504292	14505179	14125424	14124539	888	886	89.62	30427671	30427671	0.00	0.00	1	1
14504292	14506050	14257596	14255820	1759	1777	90.56	30427671	30427671	0.01	0.01	1	1
14504619	14506816	14181593	14179371	2198	2223	90.80	30427671	30427671	0.01	0.01	1	1
14504619	14506668	15824923	15822845	2050	2079	91.26	30427671	30427671	0.01	0.01	1	1
14504619	14506711	15837126	15835006	2093	2121	90.82	30427671	30427671	0.01	0.01	1	1
14504943	14506816	15539348	15537446	1874	1903	90.56	30427671	30427671	0.01	0.01	1	1
14505348	14506013	14587025	14586340	666	686	90.83	30427671	30427671	0.00	0.00	1	1
14507054	14507555	15518881	15518385	502	497	86.02	30427671	30427671	0.00	0.00	1	1
14538722	14545721	14538722	14545721	7000	7000	100.00	30427671	30427671	0.02	0.02	1	1
14581720	14610668	14581720	14610668	28949	28949	100.00	30427671	30427671	0.10	0.10	1	1
14582194	14584401	13790941	13788718	2208	2224	86.32	30427671	30427671	0.01	0.01	1	1
14582195	14583454	15414000	15412724	1260	1277	89.19	30427671	30427671	0.00	0.00	1	1
14582362	14583454	15313131	15312022	1093	1110	88.56	30427671	30427671	0.00	0.00	1	1
14582550	14583454	15411008	15410104	905	905	90.39	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14246120	14245436	686	685	92.61	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14255797	14255119	686	679	91.30	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14339217	14338525	686	693	92.66	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14440699	14440010	686	690	92.91	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14497041	14496353	686	689	93.33	30427671	30427671	0.00	0.00	1	1
14586340	14587025	14506013	14505348	686	666	90.83	30427671	30427671	0.00	0.00	1	1
14588562	14589526	15499409	15498446	965	964	89.75	30427671	30427671	0.00	0.00	1	1
14588570	14589595	14242241	14241215	1026	1027	89.78	30427671	30427671	0.00	0.00	1	1
14589879	14590076	14241210	14241014	198	197	89.39	30427671	30427671	0.00	0.00	1	1
14595213	14596015	15212850	15212053	803	798	89.23	30427671	30427671	0.00	0.00	1	1
14596122	14598390	13134005	13131754	2269	2252	90.78	30427671	30427671	0.01	0.01	1	1
14596122	14598427	15211909	15209625	2306	2285	90.35	30427671	30427671	0.01	0.01	1	1
14596209	14597833	14073396	14071781	1625	1616	84.94	30427671	30427671	0.01	0.01	1	1
14597333	14598385	14263557	14262512	1053	1046	88.46	30427671	30427671	0.00	0.00	1	1
14597377	14598262	12951173	12950303	886	871	89.59	30427671	30427671	0.00	0.00	1	1
14600109	14601058	14206946	14206004	950	943	87.64	30427671	30427671	0.00	0.00	1	1
14600109	14601058	16637234	16636274	950	961	87.86	30427671	30427671	0.00	0.00	1	1
14601370	14602433	14205778	14204713	1064	1066	87.82	30427671	30427671	0.00	0.00	1	1
14601370	14602433	16635416	16634351	1064	1066	87.99	30427671	30427671	0.00	0.00	1	1
14601825	14602351	13961249	13960723	527	527	87.86	30427671	30427671	0.00	0.00	1	1
14602474	14602807	16632526	16632118	334	409	76.53	30427671	30427671	0.00	0.00	1	1
14602820	14603250	14678581	14678154	431	428	89.56	30427671	30427671	0.00	0.00	1	1
14602822	14603245	14825003	14824580	424	424	90.33	30427671	30427671	0.00	0.00	1	1
14608722	14609285	14720833	14720271	564	563	90.96	30427671	30427671	0.00	0.00	1	1
14608722	14609621	14722737	14721837	900	901	89.69	30427671	30427671	0.00	0.00	1	1
14608722	14610669	14723055	14721105	1948	1951	92.68	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14725706	14723747	1948	1960	87.57	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14727300	14725341	1948	1960	88.08	30427671	30427671	0.01	0.01	1	1
14608722	14609395	14932483	14931808	674	676	84.83	30427671	30427671	0.00	0.00	1	1
14608722	14610669	14936922	14934973	1948	1950	86.37	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14939930	14937981	1948	1950	86.42	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14945981	14944033	1948	1949	86.66	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14979363	14977421	1948	1943	86.40	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14981100	14979159	1948	1942	86.31	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14982048	14980106	1948	1943	86.26	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14985522	14983580	1948	1943	85.96	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14986470	14984528	1948	1943	86.06	30427671	30427671	0.01	0.01	1	1
14608722	14610668	14989000	14987058	1947	1943	85.94	30427671	30427671	0.01	0.01	1	1
14608722	14610668	14991530	14989588	1947	1943	86.15	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14993269	14991326	1948	1944	86.00	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14995008	14993065	1948	1944	86.05	30427671	30427671	0.01	0.01	1	1
14608722	14610669	14998805	14996860	1948	1946	85.72	30427671	30427671	0.01	0.01	1	1
14608723	14609375	14720041	14719388	653	654	90.53	30427671	30427671	0.00	0.00	1	1
14608725	14610669	14713868	14711924	1945	1945	86.73	30427671	30427671	0.01	0.01	1	1
14609277	14610669	14960257	14958868	1393	1390	85.85	30427671	30427671	0.00	0.00	1	1
14609277	14609529	14962555	14962302	253	254	90.55	30427671	30427671	0.00	0.00	1	1
14609277	14610669	14966471	14965089	1393	1383	86.06	30427671	30427671	0.00	0.00	1	1
14609282	14610669	14971449	14970063	1388	1387	87.10	30427671	30427671	0.00	0.00	1	1
14609395	14610669	14931650	14930375	1275	1276	87.27	30427671	30427671	0.00	0.00	1	1
14609445	14610669	14720269	14719045	1225	1225	89.50	30427671	30427671	0.00	0.00	1	1
14610453	14610669	14723225	14723009	217	217	96.31	30427671	30427671	0.00	0.00	1	1
14656721	14750970	14656721	14750970	94250	94250	99.92	30427671	30427671	0.31	0.31	1	1
14657086	14659340	14745975	14743717	2255	2259	93.59	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14701756	14697446	4308	4311	88.25	30427671	30427671	0.01	0.01	1	1
14657409	14660714	14726559	14723244	3306	3316	90.05	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14737858	14733547	4308	4312	89.85	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14739134	14734818	4308	4317	90.69	30427671	30427671	0.01	0.01	1	1
14657409	14661713	14741675	14737367	4305	4309	90.40	30427671	30427671	0.01	0.01	1	1
14657409	14660466	14742469	14739415	3058	3055	90.90	30427671	30427671	0.01	0.01	1	1
14657409	14660639	14745176	14741945	3231	3232	89.67	30427671	30427671	0.01	0.01	1	1
14657409	14659803	14888126	14885726	2395	2401	88.68	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14983205	14978926	4308	4280	87.20	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14988579	14984296	4308	4284	86.88	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14993639	14989354	4308	4286	86.92	30427671	30427671	0.01	0.01	1	1
14657409	14661716	14997117	14992832	4308	4286	86.94	30427671	30427671	0.01	0.01	1	1
14657410	14661216	14689491	14685704	3807	3788	88.10	30427671	30427671	0.01	0.01	1	1
14657410	14660921	14721363	14717865	3512	3499	89.10	30427671	30427671	0.01	0.01	1	1
14657410	14660169	14736268	14733503	2760	2766	89.43	30427671	30427671	0.01	0.01	1	1
14657410	14660478	14737379	14734309	3069	3071	90.10	30427671	30427671	0.01	0.01	1	1
14657410	14661395	14889716	14885725	3986	3992	87.89	30427671	30427671	0.01	0.01	1	1
14657411	14661666	14727511	14723244	4256	4268	90.41	30427671	30427671	0.01	0.01	1	1
14657411	14660954	14729262	14725714	3544	3549	90.73	30427671	30427671	0.01	0.01	1	1
14657415	14660466	14739921	14736868	3052	3054	89.78	30427671	30427671	0.01	0.01	1	1
14657416	14661716	14731802	14727498	4301	4305	90.12	30427671	30427671	0.01	0.01	1	1
14657421	14661716	14986669	14982400	4296	4270	87.04	30427671	30427671	0.01	0.01	1	1
14657451	14659730	14723225	14720950	2280	2276	89.19	30427671	30427671	0.01	0.01	1	1
14657885	14661716	14745652	14741818	3832	3835	90.52	30427671	30427671	0.01	0.01	1	1
14658166	14661716	14710230	14706669	3551	3562	88.05	30427671	30427671	0.01	0.01	1	1
14658680	14661713	14745651	14742615	3034	3037	91.03	30427671	30427671	0.01	0.01	1	1
14658924	14661716	14733475	14730678	2793	2798	89.57	30427671	30427671	0.01	0.01	1	1
14659342	14661713	14743398	14741026	2372	2373	89.18	30427671	30427671	0.01	0.01	1	1
14659677	14661716	14723225	14721189	2040	2037	87.70	30427671	30427671	0.01	0.01	1	1
14660639	14661444	14734307	14733503	806	805	93.69	30427671	30427671	0.00	0.00	1	1
14660639	14661705	14741785	14740716	1067	1070	90.49	30427671	30427671	0.00	0.00	1	1
14664773	14669623	14389892	14385042	4851	4851	91.48	30427671	30427671	0.02	0.02	1	1
14664773	14669368	14456775	14452185	4596	4591	91.93	30427671	30427671	0.02	0.02	1	1
14669652	14673836	14691928	14687714	4185	4215	86.70	30427671	30427671	0.01	0.01	1	1
14669805	14672304	14714132	14711624	2500	2509	86.85	30427671	30427671	0.01	0.01	1	1
14670805	14673836	15038145	15035133	3032	3013	86.93	30427671	30427671	0.01	0.01	1	1
14671135	14673303	15025608	15023447	2169	2162	86.85	30427671	30427671	0.01	0.01	1	1
14676130	14681508	14728647	14723244	5379	5404	87.12	30427671	30427671	0.02	0.02	1	1
14676132	14682727	14703838	14697232	6596	6607	87.10	30427671	30427671	0.02	0.02	1	1
14676132	14685672	14709414	14699839	9541	9576	87.05	30427671	30427671	0.03	0.03	1	1
14676132	14685628	14732780	14723244	9497	9537	88.18	30427671	30427671	0.03	0.03	1	1
14676132	14683177	14740580	14733503	7046	7078	87.64	30427671	30427671	0.02	0.02	1	1
14676132	14684925	14742325	14733503	8794	8823	87.95	30427671	30427671	0.03	0.03	1	1
14676132	14681459	14981958	14976654	5328	5305	86.02	30427671	30427671	0.02	0.02	1	1
14676132	14677904	15011463	15009705	1773	1759	85.45	30427671	30427671	0.01	0.01	1	1
14676144	14685662	14696506	14686947	9519	9560	86.95	30427671	30427671	0.03	0.03	1	1
14676439	14680822	14952906	14948532	4384	4375	85.81	30427671	30427671	0.01	0.01	1	1
14676824	14682193	14723225	14717862	5370	5364	88.57	30427671	30427671	0.02	0.02	1	1
14677101	14685672	14745651	14737053	8572	8599	88.64	30427671	30427671	0.03	0.03	1	1
14677672	14682076	14733467	14729048	4405	4420	87.80	30427671	30427671	0.01	0.01	1	1
14677735	14682726	14745653	14740653	4992	5001	87.90	30427671	30427671	0.02	0.02	1	1
14680739	14685672	14891952	14887002	4934	4951	87.35	30427671	30427671	0.02	0.02	1	1
14680993	14682696	14733475	14731768	1704	1708	91.17	30427671	30427671	0.01	0.01	1	1
14682235	14682725	14729048	14728560	491	489	91.06	30427671	30427671	0.00	0.00	1	1
14685703	14689014	14660742	14657409	3312	3334	87.54	30427671	30427671	0.01	0.01	1	1
14685703	14691265	14681695	14676132	5563	5564	86.17	30427671	30427671	0.02	0.02	1	1
14687383	14688560	14823487	14822316	1178	1172	90.08	30427671	30427671	0.00	0.00	1	1
14687417	14689034	14825117	14823501	1618	1617	88.97	30427671	30427671	0.01	0.01	1	1
14687714	14691928	14673836	14669652	4215	4185	86.70	30427671	30427671	0.01	0.01	1	1
14689802	14691429	14825119	14823501	1628	1619	89.14	30427671	30427671	0.01	0.01	1	1
14697057	14698947	14822254	14820367	1891	1888	95.56	30427671	30427671	0.01	0.01	1	1
14697446	14701756	14661716	14657409	4311	4308	88.25	30427671	30427671	0.01	0.01	1	1
14698089	14707648	14685672	14676139	9560	9534	87.03	30427671	30427671	0.03	0.03	1	1
14699362	14700981	14825119	14823501	1620	1619	87.55	30427671	30427671	0.01	0.01	1	1
14699520	14700687	14823459	14822294	1168	1166	86.25	30427671	30427671	0.00	0.00	1	1
14699778	14701651	14822239	14820367	1874	1873	88.49	30427671	30427671	0.01	0.01	1	1
14702045	14703533	14805473	14803985	1489	1489	93.63	30427671	30427671	0.00	0.00	1	1
14705488	14707376	14822254	14820367	1889	1888	98.52	30427671	30427671	0.01	0.01	1	1
14706040	14710239	14685672	14681498	4200	4175	86.76	30427671	30427671	0.01	0.01	1	1
14708880	14710079	14823487	14822294	1200	1194	92.93	30427671	30427671	0.00	0.00	1	1
14711624	14714132	14672304	14669805	2509	2500	86.85	30427671	30427671	0.01	0.01	1	1
14713683	14718537	14750824	14745970	4855	4855	99.92	30427671	30427671	0.02	0.02	1	1
14714186	14714794	13516584	13515967	609	618	87.99	30427671	30427671	0.00	0.00	1	1
14714186	14714702	15736840	15736302	517	539	88.54	30427671	30427671	0.00	0.00	1	1
14714187	14714898	13785497	13784762	712	736	90.23	30427671	30427671	0.00	0.00	1	1
14714187	14717295	15742393	15739184	3109	3210	89.90	30427671	30427671	0.01	0.01	1	1
14714202	14715370	13781169	13779966	1169	1204	89.25	30427671	30427671	0.00	0.00	1	1
14714489	14716292	14362049	14360157	1804	1893	87.99	30427671	30427671	0.01	0.01	1	1
14714489	14716292	14407702	14405810	1804	1893	87.99	30427671	30427671	0.01	0.01	1	1
14714489	14716292	14472547	14470655	1804	1893	87.78	30427671	30427671	0.01	0.01	1	1
14714792	14715372	13507779	13507199	581	581	93.46	30427671	30427671	0.00	0.00	1	1
14714806	14721079	14664772	14658487	6274	6286	95.91	30427671	30427671	0.02	0.02	1	1
14715587	14717295	13520563	13518777	1709	1787	87.96	30427671	30427671	0.01	0.01	1	1
14715906	14717295	13784763	13783321	1390	1443	87.21	30427671	30427671	0.00	0.00	1	1
14716288	14717287	14359712	14358702	1000	1011	91.11	30427671	30427671	0.00	0.00	1	1
14716288	14717287	14405365	14404355	1000	1011	91.11	30427671	30427671	0.00	0.00	1	1
14716288	14717287	14470210	14469200	1000	1011	91.11	30427671	30427671	0.00	0.00	1	1
14716661	14717166	13296927	13296412	506	516	85.08	30427671	30427671	0.00	0.00	1	1
14717289	14717863	15736242	15735669	575	574	93.23	30427671	30427671	0.00	0.00	1	1
14717862	14720096	14659650	14657409	2235	2242	90.92	30427671	30427671	0.01	0.01	1	1
14717862	14719279	14676062	14674644	1418	1419	88.43	30427671	30427671	0.00	0.00	1	1
14717862	14722173	14680447	14676132	4312	4316	87.86	30427671	30427671	0.01	0.01	1	1
14717862	14723225	14684565	14679207	5364	5359	88.68	30427671	30427671	0.02	0.02	1	1
14718037	14719279	14831834	14830592	1243	1243	88.71	30427671	30427671	0.00	0.00	1	1
14718178	14722474	14661716	14657409	4297	4308	90.09	30427671	30427671	0.01	0.01	1	1
14718736	14720548	14610660	14608848	1813	1813	89.33	30427671	30427671	0.01	0.01	1	1
14719447	14723225	14661716	14657928	3779	3789	88.55	30427671	30427671	0.01	0.01	1	1
14719612	14723223	14685672	14682063	3612	3610	88.10	30427671	30427671	0.01	0.01	1	1
14720246	14721860	14825119	14823501	1615	1619	92.10	30427671	30427671	0.01	0.01	1	1
14720709	14720833	14608846	14608722	125	125	100.00	30427671	30427671	0.00	0.00	1	1
14721106	14723055	14610668	14608722	1950	1947	92.68	30427671	30427671	0.01	0.01	1	1
14723010	14723225	14610668	14610453	216	216	96.30	30427671	30427671	0.00	0.00	1	1
14724949	14729262	14661716	14657411	4314	4306	90.11	30427671	30427671	0.01	0.01	1	1
14736419	14745652	14685672	14676464	9234	9209	87.77	30427671	30427671	0.03	0.03	1	1
