qname	qlen	start1	end1	strand	tname	tlen	start2	end2	n_match	length	mapq	identity
1	30427671	24486987	24487062	-	1	30427671	21270306	21270381	75	75	0	100.0
1	30427671	13621543	13622127	-	1	30427671	16396355	16396941	76	586	0	12.969283276450511
1	30427671	5380917	5380992	+	1	30427671	21273324	21273399	75	75	0	100.0
1	30427671	15749530	15750173	+	1	30427671	15585571	15586174	85	643	0	13.21928460342146
1	30427671	14678808	14679504	-	1	30427671	14721499	14722036	102	697	0	14.634146341463413
1	30427671	21288591	21288666	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	27393395	27393470	+	1	30427671	21300112	21300187	75	75	0	100.0
1	30427671	15311497	15311654	+	1	30427671	15411543	15411700	75	157	0	47.77070063694268
1	30427671	16396355	16396941	-	1	30427671	13779989	13780574	76	587	0	12.947189097103918
1	30427671	21907152	21907291	+	1	30427671	19895202	19895341	75	139	0	53.956834532374096
1	30427671	15886445	15886552	-	1	30427671	19426808	19426915	75	107	0	70.09345794392523
1	30427671	15754732	15755152	-	1	30427671	14406833	14407252	76	421	0	18.052256532066508
1	30427671	15750620	15751448	-	1	30427671	13300320	13301184	82	864	0	9.49074074074074
1	30427671	21276362	21276437	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	16597272	16597378	-	1	30427671	18600126	18600231	78	106	0	73.58490566037736
1	30427671	29244145	29244421	-	1	30427671	16400722	16400999	76	277	0	27.436823104693143
1	30427671	10021636	10021841	-	1	30427671	12097574	12097795	79	221	0	35.74660633484163
1	30427671	21276362	21276437	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	24486987	24487062	-	1	30427671	21294351	21294426	75	75	0	100.0
1	30427671	15886723	15886932	-	1	30427671	22844896	22845103	76	209	0	36.36363636363637
1	30427671	16396761	16396941	-	1	30427671	14079906	14080085	75	180	0	41.66666666666667
1	30427671	5862992	5863278	-	1	30427671	21739309	21739597	76	288	0	26.38888888888889
1	30427671	14220047	14220249	-	1	30427671	14875007	14875210	75	203	0	36.94581280788177
1	30427671	9062134	9062264	-	1	30427671	28750133	28750264	75	131	0	57.25190839694656
1	30427671	15311497	15311654	+	1	30427671	15412199	15412356	75	157	0	47.77070063694268
1	30427671	16592910	16593082	+	1	30427671	16699168	16699338	76	172	0	44.18604651162791
1	30427671	5380917	5380992	+	1	30427671	21283996	21284071	75	75	0	100.0
1	30427671	3547181	3547362	-	1	30427671	13220261	13220443	76	183	0	41.53005464480874
1	30427671	21270306	21270381	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	3910452	3910596	+	1	30427671	14299695	14299837	75	144	0	52.083333333333336
1	30427671	21285529	21285604	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	28749915	28750241	-	1	30427671	16822346	16822872	109	526	0	20.722433460076044
1	30427671	17107634	17108074	-	1	30427671	17405364	17405650	103	442	0	23.30316742081448
1	30427671	15275449	15275930	+	1	30427671	15094165	15094642	77	482	0	15.975103734439832
1	30427671	15567337	15567470	-	1	30427671	15458261	15458395	75	134	0	55.970149253731336
1	30427671	15099598	15100324	+	1	30427671	15328623	15329342	77	726	0	10.606060606060606
1	30427671	15585571	15586174	+	1	30427671	15749530	15750173	85	643	0	13.21928460342146
1	30427671	15412811	15412945	-	1	30427671	15506310	15506444	75	134	0	55.970149253731336
1	30427671	14341993	14342093	+	1	30427671	14461450	14461550	93	100	0	93.0
1	30427671	23174175	23174342	-	1	30427671	12329332	12329483	79	168	0	47.023809523809526
1	30427671	21273324	21273399	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	21280932	21281007	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	27393395	27393470	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	24486987	24487062	+	1	30427671	21883838	21883913	75	75	0	100.0
1	30427671	549669	549925	+	1	30427671	791902	792159	75	257	0	29.18287937743191
1	30427671	16190852	16191048	-	1	30427671	16527606	16527801	75	196	0	38.265306122448976
1	30427671	24486987	24487062	-	1	30427671	21282464	21282539	75	75	0	100.0
1	30427671	21294351	21294426	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	27393395	27393470	+	1	30427671	21283996	21284071	75	75	0	100.0
1	30427671	13495482	13495988	-	1	30427671	4582998	4583500	76	506	0	15.019762845849801
1	30427671	21702172	21703672	-	1	30427671	21760749	21762176	89	1500	0	5.933333333333334
1	30427671	14461450	14461550	+	1	30427671	14341993	14342093	93	100	0	93.0
1	30427671	21282464	21282539	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	21282464	21282539	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	12097456	12097822	+	1	30427671	4582998	4583362	76	367	0	20.708446866485016
1	30427671	16091325	16092064	-	1	30427671	15696333	15697062	78	739	0	10.554803788903925
1	30427671	21285529	21285604	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	15546937	15547245	-	1	30427671	13768440	13768749	76	310	0	24.516129032258064
1	30427671	8278520	8278709	+	1	30427671	25697722	25697911	76	189	0	40.21164021164021
1	30427671	14736006	14736284	-	1	30427671	14680891	14681165	76	278	0	27.33812949640288
1	30427671	14906866	14907140	+	1	30427671	14383435	14383722	78	287	0	27.177700348432055
1	30427671	28311700	28312318	+	1	30427671	13881673	13882282	79	622	0	12.700964630225082
1	30427671	21283996	21284071	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	22992953	22993260	-	1	30427671	19063459	19063758	82	307	0	26.710097719869708
1	30427671	15145257	15145448	+	1	30427671	15365613	15365796	77	191	0	40.31413612565445
1	30427671	13399663	13399925	+	1	30427671	16110349	16110615	76	266	0	28.57142857142857
1	30427671	4582998	4583500	-	1	30427671	13495482	13495988	76	506	0	15.019762845849801
1	30427671	27393395	27393470	+	1	30427671	21291471	21291546	75	75	0	100.0
1	30427671	14681909	14682120	-	1	30427671	14727411	14727623	75	212	0	35.37735849056604
1	30427671	28312003	28312318	-	1	30427671	16712427	16712746	76	319	0	23.824451410658305
1	30427671	12993001	12993591	+	1	30427671	19741545	19742134	76	591	0	12.859560067681894
1	30427671	14491815	14492076	+	1	30427671	13921422	13921682	75	261	0	28.735632183908045
1	30427671	16396355	16396941	-	1	30427671	13621543	13622127	76	586	0	12.969283276450511
1	30427671	15065142	15065342	+	1	30427671	15791684	15791884	90	200	0	45.0
1	30427671	21883838	21883913	-	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	14681909	14682120	-	1	30427671	14725817	14726029	75	212	0	35.37735849056604
1	30427671	13300320	13301184	-	1	30427671	15750620	15751448	82	864	0	9.49074074074074
1	30427671	14823743	14823957	+	1	30427671	14658266	14658479	75	214	0	35.046728971962615
1	30427671	21288591	21288666	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	5380917	5380992	+	1	30427671	21294351	21294426	75	75	0	100.0
1	30427671	21287060	21287135	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	15410191	15410325	-	1	30427671	15506310	15506444	75	134	0	55.970149253731336
1	30427671	7222976	7223058	+	1	30427671	6986957	6987039	75	82	0	91.46341463414635
1	30427671	22844896	22845103	-	1	30427671	15886723	15886932	76	209	0	36.36363636363637
1	30427671	14122980	14128331	-	1	30427671	15457376	15462851	106	5492	0	1.930080116533139
1	30427671	10314734	10314863	-	1	30427671	22113143	22113272	75	129	0	58.139534883720934
1	30427671	16712427	16712746	-	1	30427671	28312003	28312318	76	319	0	23.824451410658305
1	30427671	15082004	15082581	-	1	30427671	14544251	14544831	76	580	0	13.10344827586207
1	30427671	5380917	5380992	+	1	30427671	21287060	21287135	75	75	0	100.0
1	30427671	18804629	18804909	+	1	30427671	13879154	13879449	79	295	0	26.779661016949152
1	30427671	16527606	16527801	-	1	30427671	16190852	16191048	75	196	0	38.265306122448976
1	30427671	15365613	15365796	+	1	30427671	15145257	15145448	77	191	0	40.31413612565445
1	30427671	14923981	14924108	-	1	30427671	14183815	14183942	75	127	0	59.055118110236215
1	30427671	24486987	24487062	-	1	30427671	21276362	21276437	75	75	0	100.0
1	30427671	20205527	20205685	-	1	30427671	26880940	26881101	76	161	0	47.20496894409938
1	30427671	5380917	5380992	+	1	30427671	21297231	21297306	75	75	0	100.0
1	30427671	14429088	14429375	-	1	30427671	14807255	14807529	78	287	0	27.177700348432055
1	30427671	15411543	15411700	+	1	30427671	15311497	15311654	75	157	0	47.77070063694268
1	30427671	21291471	21291546	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	15735941	15736809	-	1	30427671	13397569	13398411	81	868	0	9.331797235023041
1	30427671	14716320	14716501	+	1	30427671	16110360	16110545	76	185	0	41.08108108108108
1	30427671	21300112	21300187	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	15082740	15083997	-	1	30427671	14544428	14545690	76	1262	0	6.022187004754358
1	30427671	14807255	14807529	-	1	30427671	14383435	14383722	78	287	0	27.177700348432055
1	30427671	13407662	13407842	-	1	30427671	14296996	14297185	78	190	0	41.05263157894737
1	30427671	14429088	14429375	+	1	30427671	14906866	14907140	78	287	0	27.177700348432055
1	30427671	27393395	27393470	+	1	30427671	21276362	21276437	75	75	0	100.0
1	30427671	13572505	13573211	+	1	30427671	22165160	22165847	88	729	0	12.071330589849108
1	30427671	24027275	24027490	-	1	30427671	20509114	20509329	75	215	0	34.883720930232556
1	30427671	13870081	13870248	+	1	30427671	25779879	25780055	78	176	0	44.31818181818182
1	30427671	27393395	27393470	+	1	30427671	21282464	21282539	75	75	0	100.0
1	30427671	2587843	2588236	+	1	30427671	12183416	12183796	79	394	0	20.050761421319795
1	30427671	21883838	21883913	-	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	14737366	14737904	-	1	30427671	14657520	14658057	75	538	0	13.940520446096654
1	30427671	16089161	16089953	+	1	30427671	15820300	15821089	76	792	0	9.595959595959595
1	30427671	16400668	16400999	-	1	30427671	22192010	22192337	76	331	0	22.9607250755287
1	30427671	21291471	21291546	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	21280932	21281007	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	13921422	13921682	+	1	30427671	14491815	14492076	75	261	0	28.735632183908045
1	30427671	24486987	24487062	-	1	30427671	21280932	21281007	75	75	0	100.0
1	30427671	26880855	26881071	+	1	30427671	11732487	11732701	76	217	0	35.02304147465438
1	30427671	22192010	22192337	-	1	30427671	16400668	16400999	76	331	0	22.9607250755287
1	30427671	6404685	6405365	-	1	30427671	17685392	17686012	88	680	0	12.941176470588237
1	30427671	22693961	22694120	-	1	30427671	9177610	9177758	78	159	0	49.056603773584904
1	30427671	791902	792159	+	1	30427671	549669	549925	75	257	0	29.18287937743191
1	30427671	26235303	26235796	+	1	30427671	24839168	24839637	81	493	0	16.43002028397566
1	30427671	14467420	14467507	+	1	30427671	14356644	14356731	77	87	0	88.50574712643679
1	30427671	14508292	14509000	-	1	30427671	15436687	15437548	112	887	0	12.62683201803833
1	30427671	17405364	17405650	-	1	30427671	17107634	17108074	103	442	0	23.30316742081448
1	30427671	9177610	9177758	-	1	30427671	22693961	22694120	78	159	0	49.056603773584904
1	30427671	4785579	4786035	-	1	30427671	1976673	1977047	90	457	0	19.693654266958426
1	30427671	21285529	21285604	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	21276362	21276437	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	27393395	27393470	+	1	30427671	21270306	21270381	75	75	0	100.0
1	30427671	21280932	21281007	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	5380917	5380992	+	1	30427671	21291471	21291546	75	75	0	100.0
1	30427671	16110360	16110545	-	1	30427671	14748005	14748186	76	185	0	41.08108108108108
1	30427671	27393395	27393470	+	1	30427671	21297231	21297306	75	75	0	100.0
1	30427671	24486987	24487062	-	1	30427671	21288591	21288666	75	75	0	100.0
1	30427671	27393395	27393470	+	1	30427671	5380917	5380992	75	75	0	100.0
1	30427671	14724384	14724662	-	1	30427671	14823822	14824097	76	278	0	27.33812949640288
1	30427671	781529	781779	-	1	30427671	1250626	1250889	78	263	0	29.65779467680608
1	30427671	15476013	15476348	-	1	30427671	13921706	13922039	76	336	0	22.61904761904762
1	30427671	24486987	24487062	-	1	30427671	21285529	21285604	75	75	0	100.0
1	30427671	16614169	16614257	-	1	30427671	12846015	12846103	75	88	0	85.22727272727273
1	30427671	13220261	13220443	-	1	30427671	3547181	3547362	76	183	0	41.53005464480874
1	30427671	15696333	15697062	-	1	30427671	16091325	16092064	78	739	0	10.554803788903925
1	30427671	5380917	5380992	+	1	30427671	21276362	21276437	75	75	0	100.0
1	30427671	14406833	14407435	-	1	30427671	16396338	16396941	76	604	0	12.582781456953644
1	30427671	14255863	14256353	-	1	30427671	15636985	15637474	76	491	0	15.478615071283095
1	30427671	14361180	14361782	-	1	30427671	16396338	16396941	76	604	0	12.582781456953644
1	30427671	14905497	14907333	+	1	30427671	14583297	14585032	93	1836	0	5.065359477124183
1	30427671	6986957	6987039	+	1	30427671	7222976	7223058	75	82	0	91.46341463414635
1	30427671	5966654	5966761	+	1	30427671	8267159	8267267	75	108	0	69.44444444444444
1	30427671	8267159	8267267	+	1	30427671	5966654	5966761	75	108	0	69.44444444444444
1	30427671	18130695	18131044	-	1	30427671	11259094	11259439	76	349	0	21.776504297994272
1	30427671	15412199	15412356	+	1	30427671	15311497	15311654	75	157	0	47.77070063694268
1	30427671	21287060	21287135	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	14658266	14658479	+	1	30427671	14823743	14823957	75	214	0	35.046728971962615
1	30427671	15469073	15471003	+	1	30427671	14449389	14451216	95	1931	0	4.919730709476955
1	30427671	1976673	1977047	-	1	30427671	4785579	4786035	90	457	0	19.693654266958426
1	30427671	17295356	17295514	-	1	30427671	22443699	22443857	75	158	0	47.46835443037975
1	30427671	21283996	21284071	-	1	30427671	24486987	24487062	75	75	0	100.0
1	30427671	15259358	15259461	+	1	30427671	15103711	15103814	77	103	0	74.75728155339806
1	30427671	16110349	16110615	+	1	30427671	13399663	13399925	76	266	0	28.57142857142857
1	30427671	14807255	14807529	-	1	30427671	14429088	14429375	78	287	0	27.177700348432055
1	30427671	16396338	16396941	-	1	30427671	14406833	14407435	76	604	0	12.582781456953644
1	30427671	21294351	21294426	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	5862966	5863328	-	1	30427671	10021596	10021944	79	363	0	21.763085399449036
1	30427671	13921706	13922039	-	1	30427671	15469073	15469408	76	336	0	22.61904761904762
1	30427671	12183416	12183796	+	1	30427671	2587843	2588236	79	394	0	20.050761421319795
1	30427671	24486987	24487062	-	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	27393395	27393470	+	1	30427671	21285529	21285604	75	75	0	100.0
1	30427671	21297231	21297306	+	1	30427671	27393395	27393470	75	75	0	100.0
1	30427671	15096120	15096744	+	1	30427671	15328623	15329240	77	624	0	12.339743589743591
1	30427671	14674774	14674985	-	1	30427671	14724435	14724650	76	215	0	35.348837209302324
1	30427671	24721304	24721481	-	1	30427671	24714644	24714821	75	177	0	42.3728813559322
1	30427671	22992410	22992541	+	1	30427671	11736320	11736443	83	131	0	63.358778625954194
1	30427671	17685392	17686012	-	1	30427671	6404685	6405365	88	680	0	12.941176470588237
1	30427671	14583297	14585032	+	1	30427671	14905497	14907333	93	1836	0	5.065359477124183
1	30427671	5380918	5380992	+	1	30427671	21271816	21271890	74	74	0	100.0
1	30427671	21268798	21268872	+	1	30427671	5380918	5380992	74	74	0	100.0
1	30427671	13676833	13677260	+	1	30427671	16174345	16174784	77	439	0	17.539863325740317
1	30427671	14014045	14014178	+	1	30427671	20172609	20172756	78	147	0	53.06122448979592
1	30427671	15614182	15615377	+	1	30427671	13996580	13997738	97	1232	0	7.873376623376624
1	30427671	15235666	15235902	+	1	30427671	15117615	15117850	74	236	0	31.35593220338983
1	30427671	27434250	27434400	-	1	30427671	22270372	22270522	74	150	0	49.333333333333336
1	30427671	22775930	22776373	-	1	30427671	27117678	27118125	76	448	0	16.964285714285715
1	30427671	21268798	21268872	-	1	30427671	24486987	24487061	74	74	0	100.0
1	30427671	13636709	13636873	+	1	30427671	23932078	23932251	77	173	0	44.50867052023121
1	30427671	15051010	15052480	+	1	30427671	15821438	15822866	83	1471	0	5.6424201223657375
1	30427671	19769116	19769515	-	1	30427671	10852724	10853109	78	399	0	19.548872180451127
1	30427671	25351017	25351368	+	1	30427671	16471427	16471788	77	361	0	21.329639889196674
1	30427671	16807050	16807236	-	1	30427671	8489955	8490133	78	188	0	41.48936170212766
1	30427671	15717561	15718110	-	1	30427671	15771119	15771661	78	552	0	14.130434782608695
1	30427671	14701111	14702720	-	1	30427671	14835324	14836933	76	1611	0	4.717566728739913
1	30427671	16114334	16114537	-	1	30427671	16378206	16378408	74	203	0	36.45320197044335
1	30427671	27393396	27393470	+	1	30427671	21268798	21268872	74	74	0	100.0
1	30427671	1289083	1289461	-	1	30427671	1249932	1250286	83	384	0	21.614583333333336
1	30427671	15821438	15822866	+	1	30427671	15051010	15052480	83	1471	0	5.6424201223657375
1	30427671	15290647	15290745	+	1	30427671	15168176	15168274	75	98	0	76.53061224489795
1	30427671	20172609	20172756	+	1	30427671	14014045	14014178	78	147	0	53.06122448979592
1	30427671	14659270	14659389	-	1	30427671	14728555	14728674	82	119	0	68.90756302521008
1	30427671	5380918	5380992	+	1	30427671	21268798	21268872	74	74	0	100.0
1	30427671	29244293	29244632	-	1	30427671	587523	587875	78	353	0	22.096317280453256
1	30427671	15117615	15117850	+	1	30427671	15235666	15235902	74	236	0	31.35593220338983
1	30427671	15083675	15084527	-	1	30427671	14544428	14545286	76	858	0	8.857808857808857
1	30427671	15821438	15822866	+	1	30427671	13862985	13864454	83	1470	0	5.646258503401361
1	30427671	7665426	7665853	-	1	30427671	12811118	12811549	79	436	0	18.11926605504587
1	30427671	15084322	15085227	-	1	30427671	14509514	14510420	76	909	0	8.360836083608362
1	30427671	13495494	13495868	-	1	30427671	12240625	12240841	101	374	0	27.00534759358289
1	30427671	8114821	8115104	+	1	30427671	17060	17247	91	283	0	32.15547703180212
1	30427671	15742153	15742339	-	1	30427671	16038586	16038773	77	191	0	40.31413612565445
1	30427671	23932078	23932251	+	1	30427671	13636709	13636873	77	173	0	44.50867052023121
1	30427671	10021596	10021958	+	1	30427671	16400618	16400999	79	381	0	20.73490813648294
1	30427671	21271816	21271890	-	1	30427671	24486987	24487061	74	74	0	100.0
1	30427671	16471427	16471788	+	1	30427671	25351017	25351368	77	361	0	21.329639889196674
1	30427671	16174345	16174784	+	1	30427671	13676833	13677260	77	439	0	17.539863325740317
1	30427671	15624541	15625548	+	1	30427671	14381705	14382718	76	1013	0	7.502467917077986
1	30427671	15360603	15360885	+	1	30427671	15143619	15143896	76	282	0	26.95035460992908
1	30427671	16400618	16400999	+	1	30427671	10021596	10021958	79	381	0	20.73490813648294
1	30427671	22908440	22909190	-	1	30427671	22960592	22961348	76	756	0	10.052910052910052
1	30427671	19063135	19063281	+	1	30427671	16904254	16904400	74	146	0	50.68493150684932
1	30427671	15375279	15375821	-	1	30427671	15200596	15201079	100	583	0	17.152658662092623
1	30427671	21271816	21271890	-	1	30427671	21883838	21883912	74	74	0	100.0
1	30427671	14704359	14705582	-	1	30427671	14835324	14836547	76	1226	0	6.199021207177815
1	30427671	25780023	25780159	+	1	30427671	3251275	3251402	77	136	0	56.61764705882353
1	30427671	15246342	15247046	+	1	30427671	15121827	15122532	80	705	0	11.347517730496454
1	30427671	13906206	13906381	+	1	30427671	4112184	4112362	91	178	0	51.12359550561798
1	30427671	21883838	21883912	-	1	30427671	21271816	21271890	74	74	0	100.0
1	30427671	14476669	14476832	+	1	30427671	15074763	15074928	75	165	0	45.45454545454545
1	30427671	8489955	8490133	-	1	30427671	16807050	16807236	78	188	0	41.48936170212766
1	30427671	15771119	15771661	-	1	30427671	15697315	15697865	78	552	0	14.130434782608695
1	30427671	14927047	14928155	-	1	30427671	14835551	14836673	78	1122	0	6.951871657754011
1	30427671	15074763	15074928	+	1	30427671	14476669	14476832	75	165	0	45.45454545454545
1	30427671	15821850	15822015	+	1	30427671	14476669	14476832	75	165	0	45.45454545454545
1	30427671	7049565	7049758	-	1	30427671	7193976	7194168	74	193	0	38.34196891191709
1	30427671	4111146	4111287	-	1	30427671	13057965	13058106	74	141	0	52.4822695035461
1	30427671	15693619	15694087	+	1	30427671	13593796	13594255	77	468	0	16.45299145299145
1	30427671	15624541	15625548	+	1	30427671	14427358	14428371	76	1013	0	7.502467917077986
1	30427671	17727262	17727893	+	1	30427671	24484155	24484687	92	631	0	14.580031695721077
1	30427671	14476669	14476832	+	1	30427671	15834009	15834174	75	165	0	45.45454545454545
1	30427671	15121827	15122532	+	1	30427671	15246342	15247046	80	705	0	11.347517730496454
1	30427671	15277182	15277724	-	1	30427671	15200596	15201079	100	583	0	17.152658662092623
1	30427671	3251275	3251402	+	1	30427671	25780023	25780159	77	136	0	56.61764705882353
1	30427671	15063128	15063202	-	1	30427671	14496099	14496173	74	74	0	100.0
1	30427671	5863208	5863415	+	1	30427671	24645764	24645969	75	207	0	36.231884057971016
1	30427671	14544251	14545108	-	1	30427671	15083675	15084527	76	858	0	8.857808857808857
1	30427671	17709579	17709835	-	1	30427671	11428121	11428371	76	257	0	29.571984435797667
1	30427671	15357291	15357474	+	1	30427671	15138387	15138570	77	183	0	42.07650273224044
1	30427671	3251275	3251402	+	1	30427671	5863296	5863433	77	137	0	56.20437956204379
1	30427671	15200596	15201079	-	1	30427671	15375279	15375821	100	583	0	17.152658662092623
1	30427671	15028939	15030491	-	1	30427671	14684053	14685615	78	1562	0	4.99359795134443
1	30427671	22621913	22622012	+	1	30427671	29320435	29320534	74	99	0	74.74747474747475
1	30427671	13313752	13313911	-	1	30427671	26880732	26880890	74	159	0	46.540880503144656
1	30427671	14899403	14899803	+	1	30427671	16521102	16521508	76	406	0	18.7192118226601
1	30427671	14406833	14407292	-	1	30427671	15693619	15694087	77	468	0	16.45299145299145
1	30427671	16400506	16400851	-	1	30427671	4583148	4583500	79	358	0	22.067039106145252
1	30427671	14122980	14128331	-	1	30427671	15464316	15469790	106	5492	0	1.930080116533139
1	30427671	24486987	24487061	-	1	30427671	21271816	21271890	74	74	0	100.0
1	30427671	16477720	16478009	-	1	30427671	13624264	13624525	82	292	0	28.08219178082192
1	30427671	5863296	5863433	+	1	30427671	3251275	3251402	77	137	0	56.20437956204379
1	30427671	15834009	15834174	+	1	30427671	14476669	14476832	75	165	0	45.45454545454545
1	30427671	13862985	13864454	+	1	30427671	15821438	15822866	83	1470	0	5.646258503401361
1	30427671	781407	781911	-	1	30427671	1249932	1250472	83	540	0	15.37037037037037
1	30427671	1445614	1446173	-	1	30427671	1876191	1876773	81	582	0	13.917525773195877
1	30427671	14480167	14488352	-	1	30427671	14480167	14488352	76	8188	0	0.9281875915974597
1	30427671	10852724	10853109	-	1	30427671	19769116	19769515	78	399	0	19.548872180451127
1	30427671	17060	17247	+	1	30427671	8114821	8115104	91	283	0	32.15547703180212
1	30427671	8239047	8239518	-	1	30427671	8239047	8239518	74	471	0	15.711252653927813
1	30427671	20559783	20560182	+	1	30427671	20172220	20172673	85	453	0	18.76379690949227
1	30427671	14475631	14475754	+	1	30427671	14365201	14365324	90	123	0	73.17073170731707
1	30427671	15676798	15676894	+	1	30427671	15512828	15512923	74	96	0	77.08333333333334
1	30427671	14361180	14361639	-	1	30427671	15693619	15694087	77	468	0	16.45299145299145
1	30427671	15161283	15161547	-	1	30427671	13768485	13768749	74	264	0	28.030303030303028
1	30427671	15771119	15771661	-	1	30427671	15717561	15718110	78	552	0	14.130434782608695
1	30427671	13057965	13058106	-	1	30427671	4111146	4111287	74	141	0	52.4822695035461
1	30427671	22031494	22031932	+	1	30427671	2275168	2275612	76	444	0	17.117117117117118
1	30427671	19466715	19466944	+	1	30427671	8489971	8490189	80	229	0	34.93449781659388
1	30427671	16521102	16521508	+	1	30427671	14899403	14899803	76	406	0	18.7192118226601
1	30427671	13996580	13997738	+	1	30427671	15614182	15615377	97	1232	0	7.873376623376624
1	30427671	15476013	15477944	+	1	30427671	14449389	14451216	95	1932	0	4.917184265010352
1	30427671	15138387	15138570	+	1	30427671	15357291	15357474	77	183	0	42.07650273224044
1	30427671	15512828	15512923	+	1	30427671	15676798	15676894	74	96	0	77.08333333333334
1	30427671	28504837	28504921	+	1	30427671	28785567	28785651	74	84	0	88.09523809523809
1	30427671	14085482	14085657	-	1	30427671	14583240	14583415	74	175	0	42.285714285714285
1	30427671	21268798	21268872	-	1	30427671	21883838	21883912	74	74	0	100.0
1	30427671	7193976	7194168	-	1	30427671	7049565	7049758	74	193	0	38.34196891191709
1	30427671	14717397	14717837	-	1	30427671	16406758	16407198	76	442	0	17.194570135746606
1	30427671	7985352	7986417	+	1	30427671	21681755	21682482	134	1065	0	12.582159624413144
1	30427671	13313752	13313911	+	1	30427671	16400832	16400991	74	159	0	46.540880503144656
1	30427671	14384381	14384539	-	1	30427671	13920791	13920949	74	158	0	46.835443037974684
1	30427671	3762161	3762595	+	1	30427671	6514479	6514917	76	438	0	17.35159817351598
1	30427671	16904254	16904400	+	1	30427671	19063135	19063281	74	146	0	50.68493150684932
1	30427671	6514479	6514917	+	1	30427671	3762161	3762595	76	438	0	17.35159817351598
1	30427671	15846225	15846390	+	1	30427671	14476669	14476832	75	165	0	45.45454545454545
1	30427671	12240625	12240841	-	1	30427671	13495494	13495868	101	374	0	27.00534759358289
1	30427671	13624264	13624525	-	1	30427671	16477720	16478009	82	292	0	28.08219178082192
1	30427671	587523	587875	-	1	30427671	29244293	29244632	78	353	0	22.096317280453256
1	30427671	14427358	14428371	+	1	30427671	15624541	15625548	76	1013	0	7.502467917077986
1	30427671	18437408	18437805	-	1	30427671	18437408	18437805	74	397	0	18.639798488664987
1	30427671	16406758	16407198	-	1	30427671	14717397	14717837	76	442	0	17.194570135746606
1	30427671	15168176	15168274	+	1	30427671	15290647	15290745	75	98	0	76.53061224489795
1	30427671	14746669	14747109	+	1	30427671	16406758	16407198	76	442	0	17.194570135746606
1	30427671	5581574	5581730	-	1	30427671	29908472	29908628	74	156	0	47.43589743589743
1	30427671	1289291	1289461	-	1	30427671	424094	424270	76	176	0	43.18181818181818
1	30427671	2275168	2275612	+	1	30427671	22031494	22031932	76	444	0	17.117117117117118
1	30427671	24645764	24645969	+	1	30427671	5863208	5863415	75	207	0	36.231884057971016
1	30427671	14661740	14662180	+	1	30427671	16406758	16407198	76	442	0	17.194570135746606
1	30427671	12626149	12626382	-	1	30427671	12639936	12640168	74	233	0	31.759656652360512
1	30427671	12811118	12811549	-	1	30427671	7665426	7665853	79	436	0	18.11926605504587
1	30427671	13920791	13920949	-	1	30427671	14384381	14384539	74	158	0	46.835443037974684
1	30427671	14107154	14107524	-	1	30427671	14461203	14461573	76	372	0	20.43010752688172
1	30427671	15697315	15697865	-	1	30427671	15771119	15771661	78	552	0	14.130434782608695
1	30427671	11428121	11428371	-	1	30427671	17709579	17709835	76	257	0	29.571984435797667
1	30427671	27393396	27393470	+	1	30427671	21271816	21271890	74	74	0	100.0
1	30427671	16521102	16521508	+	1	30427671	13941724	13942126	76	407	0	18.67321867321867
1	30427671	21268798	21268872	+	1	30427671	27393396	27393470	74	74	0	100.0
1	30427671	15817585	15818057	-	1	30427671	15771144	15771622	76	478	0	15.899581589958158
1	30427671	15693619	15694087	-	1	30427671	14406833	14407292	77	468	0	16.45299145299145
1	30427671	24484155	24484687	+	1	30427671	17727262	17727893	92	631	0	14.580031695721077
1	30427671	21681755	21682482	+	1	30427671	7985352	7986417	134	1065	0	12.582159624413144
1	30427671	13593796	13594255	+	1	30427671	15693619	15694087	77	468	0	16.45299145299145
