chr1	start1	end1	chr2	start2	end2	strand	length	identity	score	n_seeds	seed_density	context
1	13802020	13825694	1	16981044	17005346	-	23674	0.2835	0.0041	17	0.010	intra
1	13807828	13832090	1	15782124	15805946	+	23822	0.2905	0.0121	49	0.029	intra
1	13813348	13845790	1	15154084	15186674	-	32442	0.2535	0.0202	130	0.056	intra
1	13817432	13861162	1	16352044	16395358	-	43314	0.2817	0.0169	123	0.040	intra
1	13819104	13851722	1	13833556	13866250	+	32618	0.2461	0.0058	39	0.017	intra
1	13838848	13871870	1	15468828	15502466	-	33022	0.2807	0.0196	112	0.047	intra
1	13843412	13865726	1	15986416	16009214	-	22314	0.2562	0.0062	28	0.018	intra
1	13854420	13884038	1	16981576	17011266	+	29618	0.2838	0.0049	25	0.012	intra
1	13857240	13890530	1	16380544	16414702	-	33290	0.2686	0.0029	18	0.008	intra
1	13859280	13925882	1	13859304	13925914	+	66602	0.2802	0.0037	40	0.008	intra
1	13859600	13891458	1	16839104	16870522	+	31418	0.2702	0.0042	24	0.011	intra
1	13861764	13896506	1	15430708	15466338	-	34742	0.2368	0.0068	51	0.021	intra
1	13862976	13885442	1	15784508	15806222	+	21714	0.3027	0.0168	59	0.038	intra
1	13870212	13890530	1	16380544	16400654	-	20110	0.2704	0.0557	214	0.149	intra
1	13870908	13950430	1	14412788	14492386	-	79522	0.2532	0.0056	82	0.014	intra
1	13871064	13897450	1	17694148	17721510	+	26386	0.2621	0.0191	98	0.052	intra
1	13882568	13905446	1	17686512	17710378	+	22878	0.2721	0.0037	16	0.010	intra
1	13892644	13936002	1	14384976	14428474	+	43358	0.2577	0.0027	22	0.007	intra
1	13893128	13922086	1	14246156	14275322	-	28958	0.2870	0.0065	32	0.015	intra
1	13894156	13918978	1	16103184	16127714	-	24530	0.2493	0.0143	73	0.042	intra
1	13894864	13928726	1	13905844	13939318	+	33474	0.2975	0.0038	20	0.008	intra
1	13896800	13921382	1	19934812	19959142	+	24330	0.2751	0.0034	15	0.009	intra
1	13901344	13946970	1	15668444	15714534	+	45626	0.2584	0.0021	18	0.006	intra
1	13908032	14017238	1	15929848	16039458	+	109206	0.2994	0.0027	42	0.005	intra
1	13908452	13948386	1	15505804	15545702	+	39898	0.2393	0.0067	56	0.020	intra
1	13909820	13934614	1	14250736	14274978	-	24242	0.2789	0.0080	35	0.020	intra
1	13911676	13938898	1	16092204	16118642	-	26438	0.2547	0.0047	25	0.013	intra
1	13911948	13934178	1	15673508	15695994	+	22230	0.2849	0.0110	43	0.027	intra
1	13912848	13946970	1	14247108	14280690	-	33582	0.2770	0.0044	26	0.011	intra
1	13913020	13940914	1	13918656	13947018	+	27894	0.2495	0.0510	292	0.147	intra
1	13915272	13946886	1	15417716	15449110	-	31394	0.2478	0.0044	28	0.012	intra
1	13915704	13939354	1	14078120	14101770	-	23650	0.2527	0.0093	45	0.027	intra
1	13917104	13943078	1	15460600	15486706	-	25974	0.2348	0.0247	143	0.077	intra
1	13919876	13940762	1	15941560	15962390	+	20830	0.2649	0.0088	36	0.024	intra
1	13921168	13942906	1	15042472	15063638	+	21166	0.2698	0.0129	52	0.034	intra
1	13922068	13943278	1	14879084	14900938	+	21210	0.2396	0.0510	240	0.158	intra
1	13931420	13961254	1	15665580	15694870	-	29290	0.2436	0.0157	97	0.046	intra
1	13940872	13965118	1	15042704	15066794	+	24090	0.2669	0.0035	16	0.009	intra
1	13945976	13983138	1	15602508	15639274	-	36766	0.2573	0.0027	19	0.007	intra
1	13959584	14000446	1	16633284	16674498	+	40862	0.2779	0.0048	34	0.012	intra
1	13965176	14018654	1	16811644	16864906	+	53262	0.2716	0.0017	16	0.004	intra
1	13968436	14000182	1	20450252	20481554	-	31302	0.2693	0.0182	105	0.047	intra
1	14008784	14085526	1	14008872	14086250	+	76742	0.2752	0.0055	70	0.013	intra
1	14025164	14051254	1	14213116	14239766	+	26090	0.2420	0.0125	70	0.038	intra
1	14026980	14059494	1	15846896	15878574	-	31678	0.2808	0.0029	16	0.007	intra
1	14027524	14058330	1	14861464	14892082	-	30618	0.2674	0.0100	57	0.026	intra
1	14029504	14060430	1	15616400	15647346	-	30926	0.2958	0.0056	28	0.013	intra
1	14034480	14075770	1	14034512	14075790	+	41278	0.3118	0.0077	46	0.016	intra
1	14042152	14071286	1	15835804	15864502	-	28698	0.2615	0.0031	17	0.008	intra
1	14045652	14065790	1	15463792	15484302	+	20138	0.2592	0.0037	15	0.010	intra
1	14050792	14094798	1	15714976	15758714	+	43738	0.2417	0.0021	19	0.006	intra
1	14053160	14090198	1	15827640	15864682	-	37038	0.2565	0.0039	28	0.011	intra
1	14057768	14094066	1	15445240	15481666	-	36298	0.2656	0.0060	40	0.015	intra
1	14058152	14079238	1	15716568	15738334	+	21086	0.2617	0.0050	21	0.014	intra
1	14059104	14079238	1	14406364	14426806	-	20134	0.2781	0.0081	30	0.021	intra
1	14061780	14093646	1	14429492	14462106	-	31866	0.2588	0.0024	15	0.007	intra
1	14063144	14110046	1	15722140	15769738	-	46902	0.2882	0.0029	22	0.007	intra
1	14063680	14084330	1	15463624	15484838	+	20650	0.2488	0.0230	101	0.068	intra
1	14068764	14094030	1	15051020	15076774	-	25266	0.2690	0.0353	168	0.093	intra
1	14068976	14099570	1	15852460	15883018	-	30558	0.2679	0.0032	18	0.008	intra
1	14075728	14098394	1	16114124	16137002	-	22666	0.2755	0.0041	17	0.011	intra
1	14079224	14100226	1	14385064	14406378	-	21002	0.2478	0.0056	25	0.017	intra
1	14079228	14105734	1	15821984	15848382	-	26398	0.2648	0.0111	56	0.030	intra
1	14079408	14101798	1	14372296	14394050	-	21754	0.2539	0.0290	130	0.084	intra
1	14079780	14113106	1	14158848	14191834	-	32986	0.2716	0.0050	30	0.013	intra
1	14079888	14124830	1	14338064	14382798	-	44734	0.2488	0.0115	101	0.032	intra
1	14079944	14106310	1	14884728	14911030	-	26302	0.2678	0.0724	359	0.191	intra
1	14080444	14107338	1	14340184	14367510	-	26894	0.2618	0.0088	46	0.024	intra
1	14082812	14107006	1	14246800	14271110	+	24194	0.2587	0.0419	202	0.117	intra
1	14082900	14106258	1	14884832	14908462	-	23358	0.2874	0.0859	347	0.208	intra
1	14082940	14103786	1	14864292	14884638	-	20346	0.2495	0.0141	61	0.042	intra
1	14083408	14123454	1	14449556	14489386	-	39830	0.2476	0.0029	23	0.008	intra
1	14083840	14104058	1	14455844	14476746	-	20218	0.2740	0.0319	121	0.084	intra
1	14084000	14106398	1	14810388	14833726	+	22398	0.2787	0.0094	38	0.024	intra
1	14084096	14108922	1	14464756	14489726	-	24826	0.2367	0.0035	19	0.011	intra
1	14086188	14112514	1	14453016	14479490	-	26326	0.2843	0.0068	31	0.016	intra
1	14086236	14136034	1	15410172	15459318	+	49146	0.2552	0.0159	148	0.042	intra
1	14090380	14122966	1	14451216	14483890	+	32586	0.2581	0.0082	52	0.022	intra
1	14091120	14113106	1	14158848	14180914	-	21986	0.2655	0.0068	29	0.018	intra
1	14093516	14128338	1	15471248	15505938	-	34690	0.2458	0.0034	24	0.010	intra
1	14093888	14122214	1	14383880	14411646	-	27766	0.2711	0.0086	44	0.022	intra
1	14095596	14122214	1	15701000	15727622	-	26618	0.2568	0.0045	24	0.013	intra
1	14098176	14124450	1	15666732	15693502	-	26274	0.2819	0.0037	17	0.009	intra
1	14098924	14138954	1	14303428	14343054	-	39626	0.2547	0.0033	25	0.009	intra
1	14099760	14121154	1	14327516	14349130	-	21394	0.2836	0.0223	85	0.056	intra
1	14105968	14141246	1	14330260	14365846	-	35278	0.2827	0.0092	55	0.022	intra
1	14107004	14192502	1	14107312	14192554	+	85242	0.2592	0.0041	61	0.010	intra
1	14108368	14192502	1	14108388	14192554	+	84134	0.2745	0.0020	28	0.005	intra
1	14108612	14139006	1	15691744	15721342	+	29598	0.2507	0.0065	39	0.018	intra
1	14121564	14143838	1	15400836	15423678	-	22274	0.2784	0.0057	23	0.014	intra
1	14122000	14151406	1	14476788	14505790	+	29002	0.2687	0.0056	30	0.014	intra
1	14146692	14181882	1	14254088	14289294	-	35190	0.2903	0.0068	39	0.016	intra
1	14151820	14192818	1	16286372	16327842	-	40998	0.2683	0.0244	180	0.061	intra
1	14160708	14183990	1	14339640	14362502	-	22862	0.2423	0.0072	36	0.022	intra
1	14160708	14186834	1	15599604	15625638	+	26034	0.2764	0.0070	33	0.018	intra
1	14162552	14207386	1	14167284	14211306	+	44022	0.2358	0.0041	38	0.012	intra
1	14169196	14208142	1	15735868	15774906	-	38946	0.2605	0.0031	23	0.008	intra
1	14179028	14207206	1	15704960	15733498	+	28178	0.2691	0.0164	86	0.043	intra
1	14181360	14216178	1	14191116	14225470	+	34354	0.2572	0.0090	60	0.024	intra
1	14186252	14208266	1	16030084	16051638	+	21554	0.2795	0.0051	20	0.013	intra
1	14187956	14214090	1	15730728	15756534	+	25806	0.2459	0.0074	40	0.022	intra
1	14200436	14225470	1	14475088	14500058	-	24970	0.2526	0.0212	108	0.061	intra
1	14206544	14228382	1	14406788	14429586	-	21838	0.2433	0.0270	128	0.082	intra
1	14207204	14273710	1	14385308	14451486	-	66178	0.2522	0.0217	268	0.057	intra
1	14207348	14227918	1	15790544	15811006	-	20462	0.2441	0.0159	71	0.049	intra
1	14207372	14298814	1	14312304	14403494	-	91190	0.2672	0.0053	81	0.012	intra
1	14209468	14232758	1	15474628	15497918	+	23290	0.2498	0.0123	60	0.036	intra
1	14214748	14238118	1	14319732	14343362	-	23370	0.2734	0.0277	120	0.072	intra
1	14216060	14240166	1	14839016	14863490	+	24106	0.2478	0.0329	167	0.097	intra
1	14216472	14240662	1	15445744	15469362	-	23618	0.2658	0.0033	15	0.009	intra
1	14216532	14244798	1	14433680	14461046	-	27366	0.2663	0.0652	338	0.173	intra
1	14217928	14248334	1	15445240	15476350	-	30406	0.2653	0.0042	24	0.011	intra
1	14220344	14246386	1	14857432	14883350	+	25918	0.2951	0.0344	147	0.079	intra
1	14220604	14247202	1	15064712	15090818	-	26106	0.2627	0.0089	45	0.024	intra
1	14223252	14251578	1	14316944	14344278	+	27334	0.2833	0.0143	68	0.035	intra
1	14224148	14247202	1	14426828	14450362	+	23054	0.2782	0.0158	66	0.040	intra
1	14225028	14256174	1	15524344	15554558	+	30214	0.2460	0.0024	15	0.007	intra
1	14226168	14281290	1	14355680	14410634	-	54954	0.2544	0.0025	26	0.007	intra
1	14226472	14248294	1	15833612	15855034	-	21422	0.2762	0.0339	134	0.088	intra
1	14226760	14248294	1	15483360	15504854	+	21494	0.2695	0.0161	66	0.043	intra
1	14226916	14274422	1	15462792	15510734	+	47506	0.2641	0.0130	112	0.033	intra
1	14227268	14252718	1	14247212	14272426	+	25214	0.2577	0.0129	65	0.036	intra
1	14227876	14248006	1	15676384	15697074	-	20130	0.2731	0.0187	71	0.049	intra
1	14228060	14260058	1	15484876	15517078	+	31998	0.2420	0.0374	252	0.110	intra
1	14228664	14264530	1	14466448	14502326	-	35866	0.2820	0.0065	40	0.016	intra
1	14228724	14265058	1	14244720	14281806	+	36334	0.3010	0.0034	19	0.007	intra
1	14229328	14254650	1	15537052	15561918	-	24866	0.2604	0.0204	100	0.056	intra
1	14229608	14255094	1	14899972	14926130	-	25486	0.2824	0.0103	46	0.025	intra
1	14229868	14257302	1	15060328	15088458	-	27434	0.2301	0.0024	15	0.008	intra
1	14233164	14258982	1	15420200	15446506	-	25818	0.2730	0.0061	29	0.016	intra
1	14233896	14266450	1	14347224	14380518	-	32554	0.2534	0.0166	107	0.046	intra
1	14238160	14265058	1	14254856	14281806	+	26898	0.2792	0.0038	18	0.009	intra
1	14239500	14290962	1	15502464	15553882	-	51418	0.2735	0.0100	88	0.024	intra
1	14239800	14274466	1	15418580	15453750	-	34666	0.2382	0.0033	24	0.010	intra
1	14240536	14268118	1	15491248	15518354	-	27106	0.2420	0.0028	16	0.008	intra
1	14244760	14266334	1	14439296	14461046	+	21574	0.2617	0.0248	106	0.069	intra
1	14244948	14279042	1	15697732	15730982	+	33250	0.2599	0.0160	102	0.043	intra
1	14244952	14268118	1	15491248	15514210	-	22962	0.2500	0.0142	68	0.041	intra
1	14246580	14372042	1	14246632	14372078	+	125446	0.2560	0.0040	88	0.010	intra
1	14246676	14281970	1	14432352	14467202	+	34850	0.2722	0.0280	175	0.070	intra
1	14249252	14273766	1	16079688	16104578	+	24514	0.2603	0.0496	240	0.137	intra
1	14249496	14296758	1	14812680	14859946	+	47262	0.2604	0.0018	16	0.005	intra
1	14254088	14277386	1	15189136	15212038	+	22902	0.2238	0.0180	98	0.060	intra
1	14279324	14319050	1	22430552	22470494	-	39726	0.2787	0.0026	18	0.006	intra
1	14279692	14305178	1	16801252	16826906	-	25486	0.2716	0.0076	36	0.020	intra
1	14281308	14304362	1	14372200	14394782	-	22582	0.2590	0.0033	15	0.009	intra
1	14284000	14306074	1	19451168	19473138	+	21970	0.2808	0.0056	22	0.014	intra
1	14288412	14310166	1	17889996	17911374	-	21378	0.2603	0.0136	58	0.038	intra
1	14291616	14348694	1	15524816	15582946	-	57078	0.2395	0.0013	15	0.004	intra
1	14294960	14324850	1	23188596	23217970	-	29374	0.2902	0.0082	40	0.019	intra
1	14296180	14319562	1	14829220	14852458	+	23238	0.2661	0.0038	17	0.010	intra
1	14296228	14317322	1	15074552	15096726	-	21094	0.2517	0.0057	25	0.017	intra
1	14296664	14356598	1	14354952	14415902	+	59934	0.2569	0.0026	29	0.007	intra
1	14297284	14329898	1	15909032	15941490	-	32458	0.2532	0.0051	33	0.014	intra
1	14297536	14319542	1	14482032	14504430	+	22006	0.2807	0.0306	121	0.077	intra
1	14299540	14359786	1	15461068	15521538	+	60246	0.2587	0.0022	24	0.006	intra
1	14300656	14372042	1	14300680	14372078	+	71386	0.2783	0.0013	15	0.003	intra
1	14305400	14344058	1	15818420	15856786	-	38366	0.2386	0.0094	76	0.028	intra
1	14307116	14341818	1	14835120	14869226	+	34106	0.2460	0.0054	38	0.016	intra
1	14308912	14331626	1	14410968	14434106	-	22714	0.2594	0.0124	56	0.035	intra
1	14310160	14343322	1	16094184	16127850	-	33162	0.2587	0.0023	15	0.006	intra
1	14315380	14344058	1	15818420	15847298	-	28678	0.2839	0.0536	265	0.129	intra
1	14315392	14354398	1	15422304	15461422	+	39006	0.2498	0.0058	45	0.016	intra
1	14316612	14348614	1	15470940	15503262	+	32002	0.2597	0.0036	22	0.010	intra
1	14317480	14340350	1	15537080	15560170	-	22870	0.2529	0.0087	41	0.025	intra
1	14318784	14342038	1	15413792	15436670	+	22878	0.2760	0.0074	31	0.019	intra
1	14319364	14364578	1	14374296	14419774	+	45214	0.2547	0.0031	27	0.008	intra
1	14319652	14339938	1	15400008	15420590	+	20286	0.2768	0.0157	59	0.041	intra
1	14319732	14373938	1	14456168	14510694	+	54206	0.2649	0.0015	15	0.004	intra
1	14320068	14380138	1	15477864	15537466	-	59602	0.2443	0.0014	16	0.004	intra
1	14321768	14365090	1	14841224	14884338	+	43114	0.2473	0.0095	82	0.027	intra
1	14322324	14356194	1	15704636	15738334	-	33698	0.2387	0.0029	21	0.009	intra
1	14326592	14349690	1	15624504	15647258	+	22754	0.2812	0.0059	24	0.015	intra
1	14327436	14384710	1	15503224	15559882	-	56658	0.2628	0.0019	19	0.005	intra
1	14328292	14408558	1	14394388	14474478	+	80090	0.2525	0.0029	42	0.007	intra
1	14328972	14360126	1	16085648	16116898	-	31154	0.2498	0.0068	43	0.019	intra
1	14329172	14408270	1	14433084	14511422	+	78338	0.2617	0.0386	531	0.095	intra
1	14331044	14358894	1	14865480	14894054	+	27850	0.2471	0.0230	133	0.067	intra
1	14331244	14364114	1	14476616	14509218	+	32602	0.2650	0.0082	50	0.021	intra
1	14331680	14364070	1	15075004	15106646	+	31642	0.2595	0.0028	17	0.008	intra
1	14334660	14499086	1	14344244	14508634	+	164390	0.2443	0.0124	366	0.031	intra
1	14334800	14357478	1	15499504	15521730	+	22226	0.2760	0.0095	39	0.025	intra
1	14338236	14366066	1	15420412	15448454	-	27830	0.3104	0.0631	266	0.134	intra
1	14338500	14366230	1	15490192	15518150	+	27730	0.2597	0.0046	25	0.013	intra
1	14338624	14409698	1	15135328	15206170	+	70842	0.2636	0.0045	56	0.011	intra
1	14338624	14381218	1	15326440	15368570	+	42130	0.2550	0.0020	16	0.005	intra
1	14339104	14367978	1	14449192	14478382	+	28874	0.3062	0.1389	1046	0.507	intra
1	14339600	14362030	1	15719976	15742050	+	22074	0.2659	0.0150	64	0.041	intra
1	14339640	14386498	1	14432224	14478906	+	46682	0.2650	0.0091	77	0.023	intra
1	14339980	14402026	1	14838100	14900734	-	62046	0.2667	0.0041	44	0.010	intra
1	14340476	14381182	1	14385868	14426786	+	40706	0.2623	0.0065	49	0.017	intra
1	14342552	14384710	1	15503224	15545342	-	42118	0.2512	0.0035	29	0.010	intra
1	14343024	14367726	1	14402124	14427478	+	24702	0.2515	0.0057	29	0.016	intra
1	14343696	14364070	1	15181068	15201618	+	20374	0.2650	0.0055	22	0.015	intra
1	14344668	14367446	1	15318368	15340942	+	22574	0.2610	0.0045	20	0.012	intra
1	14346340	14374758	1	16094864	16123562	-	28418	0.2729	0.0274	142	0.070	intra
1	14348292	14409766	1	15262764	15324966	+	61474	0.2867	0.0017	17	0.004	intra
1	14348352	14392934	1	14465188	14509242	+	44054	0.2725	0.0140	108	0.034	intra
1	14348608	14374486	1	14385032	14410542	+	25510	0.2586	0.0166	84	0.046	intra
1	14348652	14409106	1	14451912	14511422	+	59510	0.2725	0.0779	790	0.186	intra
1	14348976	14392102	1	14394452	14438050	+	43126	0.2861	0.0082	58	0.019	intra
1	14350336	14383538	1	15412084	15445366	+	33202	0.2691	0.0049	30	0.013	intra
1	14354116	14381218	1	15341256	15368570	+	27102	0.2679	0.0037	19	0.010	intra
1	14354976	14380682	1	15419872	15446034	+	25706	0.2779	0.0123	57	0.031	intra
1	14355580	14381218	1	15108184	15133230	+	25046	0.2655	0.0035	17	0.010	intra
1	14355580	14409534	1	15170120	15224802	+	53954	0.2623	0.0030	29	0.008	intra
1	14355580	14381322	1	15325308	15350978	+	25670	0.2366	0.0028	16	0.009	intra
1	14355580	14381218	1	15363460	15389854	+	25638	0.2612	0.0044	22	0.012	intra
1	14356144	14433758	1	14420472	14498330	+	77614	0.2569	0.0080	112	0.020	intra
1	14356232	14384550	1	14482652	14510270	-	27618	0.2649	0.0122	64	0.032	intra
1	14356892	14409766	1	15044152	15096598	+	52446	0.2478	0.0016	16	0.004	intra
1	14357828	14394510	1	14404384	14441746	+	36682	0.2689	0.0071	47	0.018	intra
1	14361576	14391866	1	15771516	15801766	+	30250	0.2755	0.0044	24	0.011	intra
1	14362280	14409286	1	15113848	15160726	+	46878	0.2569	0.0031	27	0.008	intra
1	14362304	14394510	1	14409548	14441746	+	32198	0.2681	0.0025	15	0.007	intra
1	14362316	14428370	1	15360072	15426118	+	66046	0.2767	0.0018	20	0.004	intra
1	14362412	14409766	1	15378196	15424846	+	46650	0.2473	0.0028	26	0.008	intra
1	14362508	14409766	1	15277880	15325614	+	47258	0.2406	0.0029	28	0.008	intra
1	14362864	14383990	1	14486696	14507530	+	20834	0.2774	0.0120	46	0.031	intra
1	14362988	14394374	1	15557792	15588950	-	31158	0.2594	0.0037	22	0.010	intra
1	14364132	14409766	1	15076692	15122386	+	45634	0.2601	0.0019	16	0.005	intra
1	14365096	14394754	1	15534692	15564802	+	29658	0.2532	0.0025	15	0.007	intra
1	14366100	14401722	1	15434940	15470874	-	35622	0.2800	0.0031	19	0.007	intra
1	14366756	14441962	1	14432376	14507230	+	74854	0.2569	0.0106	143	0.027	intra
1	14372228	14408210	1	14439516	14474614	+	35098	0.2712	0.0378	239	0.095	intra
1	14372888	14415506	1	15482348	15524458	+	42110	0.2562	0.0040	32	0.011	intra
1	14373404	14401678	1	15524088	15552786	-	28274	0.2594	0.0043	24	0.012	intra
1	14379756	14420526	1	15426836	15468374	-	40770	0.2618	0.0037	28	0.010	intra
1	14379888	14409582	1	15060128	15089834	+	29694	0.2988	0.0116	55	0.026	intra
1	14381048	14407602	1	15709812	15736426	+	26554	0.2456	0.0157	88	0.046	intra
1	14381224	14401678	1	14486712	14507370	+	20454	0.2649	0.0085	34	0.023	intra
1	14383540	14417950	1	15390144	15423578	-	33434	0.2663	0.0029	18	0.008	intra
1	14383840	14413890	1	15045356	15075162	-	29806	0.2909	0.0127	63	0.030	intra
1	14384464	14423950	1	15577004	15616390	-	39386	0.2772	0.0032	22	0.008	intra
1	14384672	14428362	1	15418372	15462478	-	43690	0.2507	0.0084	72	0.023	intra
1	14385072	14410334	1	14474788	14500034	+	25246	0.2505	0.0063	33	0.018	intra
1	14386684	14427514	1	14428460	14469314	+	40830	0.2909	0.0216	142	0.049	intra
1	14388332	14425790	1	14807168	14845010	-	37458	0.2942	0.0092	55	0.021	intra
1	14388948	14446182	1	15075088	15132034	+	56946	0.2655	0.0015	15	0.004	intra
1	14389984	14411994	1	15180220	15202166	-	21946	0.2361	0.0036	18	0.011	intra
1	14394172	14441126	1	14411068	14457978	+	46910	0.2480	0.0065	60	0.018	intra
1	14394244	14429910	1	15504124	15539350	-	35226	0.2642	0.0125	82	0.033	intra
1	14394700	14442950	1	14450196	14498846	+	48250	0.2515	0.0036	34	0.010	intra
1	14395056	14510854	1	14395128	14511202	+	115798	0.2820	0.0226	401	0.048	intra
1	14395072	14446182	1	15095724	15146990	+	51110	0.2512	0.0016	16	0.004	intra
1	14396064	14451410	1	15790172	15845790	-	55346	0.2502	0.0051	54	0.014	intra
1	14400312	14422130	1	15494616	15515546	-	20930	0.2588	0.0036	15	0.010	intra
1	14400496	14447278	1	14451956	14498550	+	46594	0.2300	0.0102	103	0.031	intra
1	14401964	14447278	1	14453068	14498550	+	45314	0.2642	0.0143	118	0.036	intra
1	14402980	14435054	1	14894644	14926734	+	32074	0.2572	0.0163	102	0.045	intra
1	14404752	14450638	1	14455024	14500446	+	45422	0.2495	0.0024	21	0.006	intra
1	14406364	14451530	1	14427504	14472758	+	45166	0.2639	0.0025	21	0.007	intra
1	14406792	14430554	1	15041256	15065082	+	23762	0.2340	0.0049	26	0.015	intra
1	14406888	14446418	1	15771176	15811006	+	39530	0.2515	0.0027	21	0.007	intra
1	14407052	14448202	1	16010536	16051470	-	40934	0.2637	0.0093	70	0.024	intra
1	14407936	14433986	1	15397568	15423670	+	26050	0.2595	0.0135	69	0.037	intra
1	14407968	14442662	1	15051272	15085882	-	34610	0.2583	0.0110	73	0.030	intra
1	14408140	14430482	1	15424148	15446710	+	22342	0.2510	0.0223	104	0.065	intra
1	14408156	14451298	1	15428044	15471086	+	43042	0.2597	0.0029	23	0.007	intra
1	14408248	14444878	1	15810968	15847818	-	36630	0.2721	0.0118	77	0.029	intra
1	14408272	14435166	1	15176488	15203210	+	26722	0.2636	0.0029	15	0.008	intra
1	14410592	14462110	1	14884188	14936470	+	51518	0.2908	0.0140	114	0.031	intra
1	14411184	14435066	1	14478788	14502166	+	23378	0.2350	0.0316	166	0.099	intra
1	14411752	14451410	1	15445296	15484798	-	39502	0.2665	0.0273	197	0.070	intra
1	14414028	14450430	1	15453516	15490054	-	36402	0.2836	0.0036	22	0.008	intra
1	14417316	14450562	1	15064512	15098354	-	33246	0.2579	0.0095	61	0.026	intra
1	14419744	14442922	1	15041300	15064826	-	23178	0.2966	0.0107	41	0.025	intra
1	14421056	14449418	1	14478732	14506418	+	27686	0.2758	0.0162	81	0.041	intra
1	14421260	14483162	1	15457248	15518290	+	61042	0.2507	0.0064	74	0.017	intra
1	14421440	14442950	1	15445240	15466694	-	21454	0.2730	0.0174	70	0.046	intra
1	14421648	14442574	1	15846164	15867634	-	20926	0.2445	0.0132	60	0.040	intra
1	14422836	14442866	1	15606908	15627106	-	20030	0.2295	0.0187	88	0.062	intra
1	14422880	14450774	1	16510468	16538538	-	27894	0.2611	0.0033	18	0.009	intra
1	14423300	14447170	1	14482212	14506330	+	23870	0.2842	0.0112	47	0.028	intra
1	14425740	14448170	1	15512284	15533906	+	21622	0.2864	0.0053	20	0.013	intra
1	14426112	14450550	1	15676628	15700974	+	24346	0.2759	0.0095	42	0.024	intra
1	14426888	14448242	1	14486900	14507962	+	21062	0.2792	0.0104	40	0.027	intra
1	14427504	14456966	1	15624688	15654718	+	29462	0.2756	0.0057	30	0.014	intra
1	14427864	14451354	1	14833864	14857246	+	23382	0.2655	0.0038	17	0.010	intra
1	14430456	14491218	1	15483720	15544362	+	60642	0.2898	0.0194	184	0.042	intra
1	14430660	14467890	1	15718172	15755342	-	37170	0.2308	0.0031	25	0.009	intra
1	14432308	14465886	1	15584380	15617966	-	33578	0.2662	0.0093	58	0.024	intra
1	14433096	14472190	1	15586264	15625534	-	39094	0.2323	0.0072	61	0.022	intra
1	14435312	14457218	1	15412936	15435606	+	21906	0.2653	0.0075	32	0.020	intra
1	14436900	14464702	1	14819576	14847362	-	27786	0.2553	0.0031	17	0.009	intra
1	14439604	14500150	1	15677192	15737810	-	60546	0.2782	0.0029	29	0.007	intra
1	14439668	14491326	1	15507896	15559334	-	51438	0.2706	0.0139	125	0.034	intra
1	14441380	14474698	1	15420768	15454042	-	33274	0.2270	0.0024	18	0.008	intra
1	14444792	14510530	1	14446404	14511422	+	65018	0.2248	0.0144	201	0.043	intra
1	14448228	14474514	1	14484232	14511082	+	26286	0.2572	0.0145	76	0.040	intra
1	14448968	14472738	1	15718824	15742366	+	23542	0.2900	0.0368	148	0.088	intra
1	14448972	14491894	1	15503220	15546006	+	42786	0.2610	0.0234	186	0.061	intra
1	14449960	14474578	1	15689956	15714654	-	24618	0.2710	0.0102	47	0.027	intra
1	14452808	14511242	1	15085884	15144530	+	58434	0.2510	0.0030	33	0.008	intra
1	14453208	14505378	1	15085100	15136422	+	51322	0.2602	0.0034	32	0.009	intra
1	14453712	14511422	1	15315100	15372910	+	57710	0.2665	0.0061	62	0.015	intra
1	14454280	14511274	1	15436360	15493658	-	56994	0.2652	0.0098	99	0.024	intra
1	14454800	14511302	1	15068388	15124782	+	56394	0.2827	0.0077	71	0.018	intra
1	14455924	14511302	1	15293524	15349502	+	55378	0.2622	0.0061	61	0.015	intra
1	14456020	14511302	1	15148264	15203566	+	55282	0.2654	0.0065	64	0.016	intra
1	14456096	14506802	1	14864272	14915466	+	50706	0.2562	0.0185	176	0.049	intra
1	14456784	14498682	1	15676592	15718614	-	41898	0.2642	0.0099	76	0.025	intra
1	14457204	14511086	1	15271888	15326226	+	53882	0.2557	0.0042	42	0.011	intra
1	14457256	14484106	1	14874040	14901066	+	26850	0.2546	0.0113	61	0.032	intra
1	14457508	14507386	1	15683024	15732426	-	49402	0.2389	0.0047	48	0.014	intra
1	14457576	14510070	1	15156064	15208658	+	52494	0.2564	0.0032	31	0.008	intra
1	14457576	14487366	1	15331196	15360718	+	29522	0.2642	0.0041	23	0.011	intra
1	14459568	14487410	1	15294100	15322414	+	27842	0.2539	0.0048	27	0.014	intra
1	14459976	14511094	1	15070008	15121442	+	51118	0.2642	0.0054	50	0.014	intra
1	14462388	14511374	1	15215920	15264806	+	48886	0.2542	0.0061	57	0.016	intra
1	14462884	14511242	1	15313072	15361530	+	48358	0.2579	0.0064	58	0.017	intra
1	14464776	14498682	1	15676592	15710306	-	33714	0.2534	0.0121	81	0.034	intra
1	14465396	14511426	1	15379024	15424822	+	45798	0.2485	0.0058	52	0.016	intra
1	14466196	14500590	1	14473468	14507530	+	34062	0.2645	0.0060	38	0.016	intra
1	14466436	14489630	1	14883988	14908182	+	23194	0.2725	0.0153	66	0.040	intra
1	14466920	14505870	1	15405900	15444370	-	38470	0.2804	0.0155	102	0.037	intra
1	14467024	14511198	1	15190916	15235310	+	44174	0.2510	0.0074	64	0.020	intra
